Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
Epid	M_066	M_097	7	515	138	0.0182937	0.109762	1	1	AT4G01084;AT4G01200;AT4G01287;AT4G01327;AT4G01328;AT4G01415;AT4G01435;
Epid	M_066	M_098	6	692	138	0.152215	0.252807	1	1	AT4G01097;AT4G01098;AT4G01194;AT4G01328;AT4G01415;ATMG00580;
Epid	M_066	M_099	6	637	138	0.115293	0.230586	1	1	AT4G01194;AT4G01200;AT4G01328;AT4G01371;AT4G01417;ATMG00580;
Epid	M_066	M_100	4	587	138	0.364136	0.364136	1	1	AT4G01066;AT4G01098;AT4G01253;AT4G01287;
Epid	M_066	M_101	8	754	138	0.0434915	0.163767	1	1	AT4G01025;AT4G01190;AT4G01328;AT4G01363;AT4G01371;AT4G01446;AT4G01520;ATMG00580;
Epid	M_066	M_102	5	635	138	0.23542	0.252807	1	1	AT4G01084;AT4G01200;AT4G01253;AT4G01371;ATMG00030;
Epid	M_066	M_103	7	684	138	0.0664853	0.199456	1	1	AT4G01097;AT4G01269;AT4G01371;AT4G01415;AT4G01446;ATMG00030;ATMG00580;
Epid	M_066	M_104	4	662	138	0.45178	0.45178	1	1	AT4G01025;AT4G01287;AT4G01369;AT4G01553;
Epid	M_066	M_105	9	698	138	0.0108628	0.0869021	1	1	AT4G01098;AT4G01203;AT4G01287;AT4G01371;AT4G01393;AT4G01421;AT4G01446;AT4G01520;ATMG00580;
Epid	M_066	M_106	7	564	138	0.0282338	0.134813	1	1	AT4G01025;AT4G01097;AT4G01190;AT4G01194;AT4G01371;AT4G01415;ATMG00580;
Epid	M_066	M_107	1	395	138	0.87423	0.87423	1	1	ATMG00580;
Epid	M_066	M_108	2	707	138	0.885345	0.885345	1	1	AT4G01203;AT4G01435;
Epid	M_066	M_109	5	641	138	0.241178	0.252807	1	1	AT4G01190;AT4G01287;AT4G01327;AT4G01435;AT4G01519;
Epid	M_066	M_110	1	641	138	0.965967	0.965967	1	1	AT4G01025;
Epid	M_066	M_111	6	808	138	0.244204	0.252807	1	1	AT4G01025;AT4G01098;AT4G01190;AT4G01363;AT4G01553;ATMG00030;
Epid	M_066	M_112	7	505	138	0.0166197	0.103233	1	1	AT4G01098;AT4G01190;AT4G01269;AT4G01327;AT4G01371;AT4G01446;ATMG00030;
Epid	M_066	M_113	5	636	138	0.236377	0.252807	1	1	AT4G01025;AT4G01415;AT4G01435;AT4G01446;AT4G01519;
Epid	M_066	M_114	2	522	138	0.757433	0.757433	1	1	AT4G01025;AT4G01519;
Epid	M_066	M_115	6	645	138	0.120351	0.240702	1	1	AT4G01025;AT4G01190;AT4G01269;AT4G01415;AT4G01421;AT4G01520;
Epid	M_066	M_116	4	577	138	0.352335	0.352335	1	1	AT4G01097;AT4G01203;AT4G01253;AT4G01328;
Epid	M_066	M_117	6	497	138	0.0456626	0.163767	1	1	AT4G01190;AT4G01253;AT4G01435;AT4G01446;ATMG00030;ATMG00580;
Epid	M_066	M_118	4	621	138	0.404156	0.404156	1	1	AT4G01066;AT4G01084;AT4G01327;AT4G01369;
Epid	M_066	M_119	4	693	138	0.486995	0.486995	1	1	AT4G01066;AT4G01190;AT4G01328;AT4G01519;
Epid	M_066	M_120	7	656	138	0.0556659	0.166998	1	1	AT4G01084;AT4G01203;AT4G01253;AT4G01327;AT4G01371;AT4G01415;AT4G01421;
Epid	M_066	M_121	2	719	138	0.890994	0.890994	1	1	AT4G01097;ATMG00030;
Epid	M_066	M_122	7	687	138	0.0677151	0.203145	1	1	AT4G01066;AT4G01097;AT4G01190;AT4G01269;AT4G01421;AT4G01435;ATMG00030;
Epid	M_066	M_123	6	489	138	0.0427876	0.163767	1	1	AT4G01084;AT4G01097;AT4G01328;AT4G01417;ATMG00030;ATMG00580;
Epid	M_066	M_124	4	516	138	0.280878	0.280878	1	1	AT4G01097;AT4G01190;AT4G01194;ATMG00580;
Epid	M_066	M_125	4	686	138	0.479117	0.479117	1	1	AT4G01025;AT4G01190;AT4G01421;ATMG00030;
Epid	M_066	M_126	3	602	138	0.608285	0.608285	1	1	AT4G01097;AT4G01421;ATMG00580;
Epid	M_066	M_127	10	794	138	0.00864794	0.0770135	1	1	AT4G01025;AT4G01098;AT4G01203;AT4G01328;AT4G01363;AT4G01371;AT4G01393;AT4G01421;AT4G01519;AT4G01553;
Epid	M_066	M_128	3	679	138	0.688675	0.688675	1	1	AT4G01363;AT4G01369;AT4G01371;
Epid	M_066	M_129	1	568	138	0.949775	0.949775	1	1	AT4G01421;
Epid	M_066	M_130	7	767	138	0.105551	0.211102	1	1	AT4G01203;AT4G01269;AT4G01328;AT4G01369;AT4G01371;AT4G01415;AT4G01421;
Epid	M_066	M_131	10	599	138	0.00118402	0.0251759	0.163395	1	AT4G01025;AT4G01066;AT4G01098;AT4G01190;AT4G01194;AT4G01328;AT4G01393;AT4G01421;AT4G01519;ATMG00580;
Epid	M_066	M_132	2	605	138	0.825393	0.825393	1	1	AT4G01097;AT4G01269;
Epid	M_066	M_133	3	674	138	0.683848	0.683848	1	1	AT4G01097;AT4G01415;ATMG00030;
Epid	M_066	M_134	1	704	138	0.975698	0.975698	1	1	AT4G01519;
Epid	M_066	M_135	4	667	138	0.457514	0.457514	1	1	AT4G01097;AT4G01393;AT4G01435;ATMG00030;
Epid	M_066	M_136	3	737	138	0.740695	0.740695	1	1	AT4G01025;AT4G01287;AT4G01421;
Epid	M_066	M_137	7	490	138	0.0143169	0.100219	1	1	AT4G01025;AT4G01190;AT4G01194;AT4G01287;AT4G01363;AT4G01371;AT4G01553;
Epid	M_066	M_138	5	546	138	0.155735	0.252807	1	1	AT4G01369;AT4G01393;AT4G01435;ATMG00030;ATMG00580;
Epid	M_066	M_139	5	641	138	0.241178	0.252807	1	1	AT4G01084;AT4G01190;AT4G01253;AT4G01371;AT4G01421;
Epid	M_066	M_140	2	378	138	0.586796	0.586796	1	1	AT4G01200;ATMG00580;
Epid	M_066	M_141	4	700	138	0.494826	0.494826	1	1	AT4G01190;AT4G01363;AT4G01435;AT4G01519;
Epid	M_066	M_142	8	727	138	0.0363645	0.145458	1	1	AT4G01084;AT4G01097;AT4G01098;AT4G01203;AT4G01269;AT4G01393;AT4G01415;ATMG00580;
Epid	M_066	M_143	5	736	138	0.336297	0.336297	1	1	AT4G01098;AT4G01371;AT4G01415;AT4G01435;ATMG00030;
Epid	M_066	M_144	1	682	138	0.972663	0.972663	1	1	AT4G01098;
Epid	M_066	M_145	4	649	138	0.436788	0.436788	1	1	AT4G01269;AT4G01393;AT4G01435;ATMG00580;
Epid	M_067	M_068	4	380	138	0.136506	0.252807	1	1	AT4G01044;AT4G01243;AT4G01270;AT4G01502;
Epid	M_067	M_069	6	659	138	0.129464	0.252807	1	1	AT4G01032;AT4G01044;AT4G01097;AT4G01194;AT4G01401;AT4G01558;
Epid	M_067	M_070	8	897	138	0.0962709	0.208616	1	1	AT4G01097;AT4G01131;AT4G01135;AT4G01190;AT4G01327;AT4G01401;AT4G01463;ATMG00030;
Epid	M_067	M_071	4	695	138	0.489237	0.489237	1	1	AT4G01097;AT4G01131;AT4G01190;AT4G01327;
Epid	M_067	M_072	4	553	138	0.324054	0.324054	1	1	AT4G01097;AT4G01190;AT4G01261;AT4G01309;
Epid	M_067	M_073	10	575	138	0.000870713	0.0217678	0.120158	1	AT4G01032;AT4G01044;AT4G01097;AT4G01135;AT4G01190;AT4G01261;AT4G01327;AT4G01463;AT4G01500;ATMG00030;
Epid	M_067	M_074	6	473	138	0.0373881	0.149552	1	1	AT4G01025;AT4G01340;AT4G01445;AT4G01502;AT4G01553;AT4G01563;
Epid	M_067	M_075	2	525	138	0.76024	0.76024	1	1	AT4G01309;AT4G01463;
Epid	M_067	M_076	3	569	138	0.569937	0.569937	1	1	AT4G01097;AT4G01243;AT4G01563;
Epid	M_067	M_077	7	547	138	0.0244452	0.122226	1	1	AT4G01025;AT4G01032;AT4G01124;AT4G01131;AT4G01190;AT4G01445;AT4G01558;
Epid	M_067	M_078	8	532	138	0.00676236	0.0676236	0.933206	1	AT4G01097;AT4G01124;AT4G01131;AT4G01190;AT4G01194;AT4G01261;AT4G01270;ATMG00030;
Epid	M_067	M_079	6	622	138	0.10611	0.21222	1	1	AT4G01044;AT4G01097;AT4G01131;AT4G01190;AT4G01194;AT4G01558;
Epid	M_067	M_080	8	793	138	0.055333	0.165999	1	1	AT4G01097;AT4G01124;AT4G01131;AT4G01135;AT4G01190;AT4G01261;ATCG01130;ATMG00030;
Epid	M_067	M_081	6	751	138	0.196922	0.252807	1	1	AT4G01097;AT4G01132;AT4G01151;AT4G01189;AT4G01190;AT4G01563;
Epid	M_067	M_082	6	689	138	0.150076	0.252807	1	1	AT4G01025;AT4G01097;AT4G01122;AT4G01340;AT4G01553;ATMG00030;
Epid	M_067	M_083	1	536	138	0.940453	0.940453	1	1	AT4G01553;
Epid	M_067	M_084	7	658	138	0.0563994	0.169198	1	1	AT4G01032;AT4G01044;AT4G01097;AT4G01261;AT4G01445;AT4G01500;ATMG00030;
Epid	M_067	M_085	5	643	138	0.243105	0.252807	1	1	AT4G01066;AT4G01093;AT4G01122;AT4G01124;AT4G01563;
Epid	M_067	M_086	5	587	138	0.190968	0.252807	1	1	AT4G01066;AT4G01093;AT4G01463;AT4G01558;ATCG01130;
Epid	M_067	M_087	8	671	138	0.0242038	0.121019	1	1	AT4G01066;AT4G01097;AT4G01124;AT4G01131;AT4G01132;AT4G01261;AT4G01270;AT4G01558;
Epid	M_067	M_088	6	599	138	0.0928092	0.208616	1	1	AT4G01097;AT4G01131;AT4G01135;AT4G01190;AT4G01500;ATMG00030;
Epid	M_067	M_089	3	627	138	0.635802	0.635802	1	1	AT4G01185;AT4G01445;ATCG01130;
Epid	M_067	M_090	5	556	138	0.164064	0.252807	1	1	AT4G01025;AT4G01131;AT4G01189;AT4G01194;AT4G01558;
Epid	M_067	M_091	5	502	138	0.121361	0.242721	1	1	AT4G01097;AT4G01135;AT4G01261;AT4G01463;ATMG00030;
Epid	M_067	M_092	10	721	138	0.00450035	0.0534264	0.621048	1	AT4G01032;AT4G01044;AT4G01097;AT4G01135;AT4G01261;AT4G01270;AT4G01309;AT4G01327;AT4G01401;AT4G01500;
Epid	M_067	M_093	7	665	138	0.0590141	0.177042	1	1	AT4G01093;AT4G01131;AT4G01132;AT4G01135;AT4G01189;AT4G01401;AT4G01520;
Epid	M_067	M_094	7	622	138	0.0441093	0.163767	1	1	AT4G01097;AT4G01124;AT4G01190;AT4G01261;AT4G01520;ATCG01130;ATMG00030;
Epid	M_067	M_095	4	606	138	0.386534	0.386534	1	1	AT4G01097;AT4G01124;AT4G01261;AT4G01463;
Epid	M_067	M_096	1	569	138	0.950042	0.950042	1	1	AT4G01189;
Epid	M_067	M_097	3	552	138	0.549317	0.549317	1	1	AT4G01032;AT4G01132;AT4G01445;
Epid	M_067	M_098	6	494	138	0.0445707	0.163767	1	1	AT4G01097;AT4G01131;AT4G01194;AT4G01340;AT4G01463;AT4G01563;
Epid	M_067	M_099	6	620	138	0.104916	0.209831	1	1	AT4G01032;AT4G01194;AT4G01309;AT4G01401;AT4G01445;AT4G01563;
Epid	M_067	M_100	3	547	138	0.543144	0.543144	1	1	AT4G01066;AT4G01131;AT4G01132;
Epid	M_067	M_101	6	694	138	0.153649	0.252807	1	1	AT4G01025;AT4G01189;AT4G01190;AT4G01309;AT4G01520;AT4G01563;
Epid	M_067	M_102	4	643	138	0.429832	0.429832	1	1	AT4G01135;AT4G01151;AT4G01340;ATMG00030;
Epid	M_067	M_103	5	502	138	0.121361	0.242721	1	1	AT4G01122;AT4G01151;AT4G01243;AT4G01261;AT4G01340;
Epid	M_067	M_104	3	730	138	0.734799	0.734799	1	1	AT4G01270;AT4G01309;AT4G01553;
Epid	M_067	M_105	4	505	138	0.268218	0.268218	1	1	AT4G01097;AT4G01131;AT4G01132;AT4G01520;
Epid	M_067	M_106	7	679	138	0.064466	0.193398	1	1	AT4G01025;AT4G01097;AT4G01131;AT4G01190;AT4G01194;AT4G01463;AT4G01502;
Epid	M_067	M_107	12	615	138	9.18778e-05	0.00633957	0.0126791	1	AT4G01032;AT4G01066;AT4G01093;AT4G01185;AT4G01189;AT4G01243;AT4G01261;AT4G01270;AT4G01309;AT4G01401;AT4G01563;ATMG00030;
Epid	M_067	M_108	2	609	138	0.828194	0.828194	1	1	AT4G01093;AT4G01340;
Epid	M_067	M_109	6	531	138	0.0592078	0.177623	1	1	AT4G01131;AT4G01135;AT4G01190;AT4G01327;AT4G01340;ATCG01130;
Epid	M_067	M_110	3	686	138	0.69534	0.69534	1	1	AT4G01025;AT4G01122;AT4G01463;
Epid	M_067	M_111	5	580	138	0.184757	0.252807	1	1	AT4G01025;AT4G01190;AT4G01340;AT4G01553;ATMG00030;
Epid	M_067	M_112	7	586	138	0.033705	0.13482	1	1	AT4G01097;AT4G01124;AT4G01135;AT4G01190;AT4G01401;ATCG01130;ATMG00030;
Epid	M_067	M_113	4	604	138	0.384179	0.384179	1	1	AT4G01131;AT4G01270;AT4G01502;AT4G01558;
Epid	M_067	M_114	1	677	138	0.971922	0.971922	1	1	AT4G01025;
Epid	M_067	M_115	8	668	138	0.0236466	0.118233	1	1	AT4G01189;AT4G01190;AT4G01243;AT4G01327;AT4G01340;AT4G01445;AT4G01520;AT4G01553;
Epid	M_067	M_116	3	676	138	0.685785	0.685785	1	1	AT4G01097;AT4G01340;AT4G01500;
Epid	M_067	M_117	5	555	138	0.163223	0.252807	1	1	AT4G01044;AT4G01135;AT4G01270;AT4G01500;AT4G01520;
Epid	M_067	M_118	9	588	138	0.00369506	0.0480358	0.509918	1	AT4G01066;AT4G01093;AT4G01132;AT4G01151;AT4G01185;AT4G01270;AT4G01327;AT4G01401;AT4G01445;
Epid	M_067	M_119	5	577	138	0.182118	0.252807	1	1	AT4G01066;AT4G01190;AT4G01401;AT4G01463;AT4G01558;
Epid	M_067	M_120	4	516	138	0.280878	0.280878	1	1	AT4G01243;AT4G01270;AT4G01327;AT4G01401;
Epid	M_067	M_121	6	586	138	0.0857179	0.208616	1	1	AT4G01097;AT4G01124;AT4G01135;AT4G01261;AT4G01309;AT4G01401;
Epid	M_067	M_122	6	527	138	0.0575019	0.172506	1	1	AT4G01066;AT4G01135;AT4G01309;AT4G01340;AT4G01401;AT4G01445;
Epid	M_067	M_123	3	627	138	0.635802	0.635802	1	1	AT4G01097;AT4G01340;ATMG00030;
Epid	M_067	M_124	5	567	138	0.173429	0.252807	1	1	AT4G01097;AT4G01185;AT4G01189;AT4G01190;AT4G01401;
Epid	M_067	M_125	7	582	138	0.0326614	0.134813	1	1	AT4G01025;AT4G01122;AT4G01190;AT4G01261;AT4G01309;AT4G01563;ATMG00030;
Epid	M_067	M_126	5	706	138	0.305646	0.305646	1	1	AT4G01097;AT4G01135;AT4G01520;ATCG01130;ATMG00030;
Epid	M_067	M_127	4	640	138	0.426345	0.426345	1	1	AT4G01025;AT4G01032;AT4G01131;AT4G01309;
Epid	M_067	M_128	4	662	138	0.45178	0.45178	1	1	AT4G01243;AT4G01401;AT4G01463;ATCG01130;
Epid	M_067	M_129	1	574	138	0.951355	0.951355	1	1	AT4G01135;
Epid	M_067	M_130	6	559	138	0.0719935	0.208616	1	1	AT4G01122;AT4G01151;AT4G01270;AT4G01340;AT4G01401;AT4G01563;
Epid	M_067	M_131	12	675	138	0.000217752	0.0104424	0.0300498	1	AT4G01032;AT4G01122;AT4G01124;AT4G01131;AT4G01185;AT4G01189;AT4G01190;AT4G01194;AT4G01261;AT4G01327;AT4G01553;AT4G01563;
Epid	M_067	M_132	2	678	138	0.870565	0.870565	1	1	AT4G01151;AT4G01401;
Epid	M_067	M_133	5	683	138	0.28246	0.28246	1	1	AT4G01097;AT4G01132;AT4G01135;AT4G01261;ATMG00030;
Epid	M_067	M_134	1	632	138	0.964293	0.964293	1	1	AT4G01463;
Epid	M_067	M_135	7	544	138	0.023815	0.119075	1	1	AT4G01097;AT4G01124;AT4G01132;AT4G01135;AT4G01151;AT4G01401;ATCG01130;
Epid	M_067	M_136	4	670	138	0.460945	0.460945	1	1	AT4G01025;AT4G01131;AT4G01189;AT4G01243;
Epid	M_067	M_137	8	609	138	0.0144467	0.101127	1	1	AT4G01025;AT4G01131;AT4G01189;AT4G01190;AT4G01194;AT4G01243;AT4G01327;AT4G01445;
Epid	M_067	M_138	3	529	138	0.520534	0.520534	1	1	AT4G01563;ATCG01130;ATMG00030;
Epid	M_067	M_139	6	629	138	0.110346	0.220693	1	1	AT4G01185;AT4G01190;AT4G01445;AT4G01463;AT4G01502;AT4G01558;
Epid	M_067	M_140	5	539	138	0.150014	0.252807	1	1	AT4G01151;AT4G01185;AT4G01261;AT4G01401;AT4G01445;
Epid	M_067	M_141	2	608	138	0.827497	0.827497	1	1	AT4G01190;AT4G01558;
Epid	M_067	M_142	10	831	138	0.0116454	0.0878713	1	1	AT4G01025;AT4G01032;AT4G01097;AT4G01131;AT4G01132;AT4G01135;AT4G01243;AT4G01270;AT4G01558;ATMG00030;
Epid	M_067	M_143	3	608	138	0.615012	0.615012	1	1	AT4G01270;AT4G01309;ATMG00030;
Epid	M_067	M_144	1	675	138	0.97162	0.97162	1	1	AT4G01558;
Epid	M_067	M_145	5	683	138	0.28246	0.28246	1	1	AT4G01097;AT4G01131;AT4G01135;AT4G01502;ATMG00030;
Epid	M_068	M_069	4	761	138	0.560776	0.560776	1	1	AT4G01287;AT4G01382;AT4G01455;AT4G01519;
Epid	M_068	M_070	3	875	138	0.836966	0.836966	1	1	AT4G01135;AT4G01253;AT4G01271;
Epid	M_068	M_071	4	739	138	0.5375	0.5375	1	1	AT4G01135;AT4G01240;AT4G01253;AT4G01271;
Epid	M_068	M_072	3	746	138	0.748123	0.748123	1	1	AT4G01074;AT4G01225;AT4G01340;
Epid	M_068	M_073	7	702	138	0.0740699	0.208616	1	1	AT4G01093;AT4G01135;AT4G01164;AT4G01237;AT4G01271;AT4G01323;AT4G01341;
Epid	M_068	M_074	5	482	138	0.107062	0.214124	1	1	AT4G01050;AT4G01270;AT4G01271;AT4G01341;AT4G01557;
Epid	M_068	M_075	2	780	138	0.915944	0.915944	1	1	AT4G01253;AT4G01519;
Epid	M_068	M_076	9	835	138	0.0305297	0.134813	1	1	AT4G01050;AT4G01164;AT4G01198;AT4G01243;AT4G01253;AT4G01340;AT4G01341;AT4G01519;AT4G01528;
Epid	M_068	M_077	1	671	138	0.971007	0.971007	1	1	AT4G01519;
Epid	M_068	M_078	13	782	138	0.000227745	0.0106223	0.0314288	1	AT4G01030;AT4G01074;AT4G01237;AT4G01270;AT4G01287;AT4G01315;AT4G01368;AT4G01382;AT4G01393;AT4G01455;AT4G01516;AT4G01519;AT4G01557;
Epid	M_068	M_079	4	651	138	0.439102	0.439102	1	1	AT4G01044;AT4G01323;AT4G01350;AT4G01519;
Epid	M_068	M_080	9	793	138	0.0229148	0.115981	1	1	AT4G01074;AT4G01132;AT4G01135;AT4G01225;AT4G01237;AT4G01287;AT4G01315;AT4G01393;AT4G01519;
Epid	M_068	M_081	2	734	138	0.897696	0.897696	1	1	AT4G01315;AT4G01393;
Epid	M_068	M_082	3	717	138	0.723575	0.723575	1	1	AT4G01516;AT4G01519;AT4G01557;
Epid	M_068	M_083	7	704	138	0.0749432	0.208616	1	1	AT4G01044;AT4G01237;AT4G01315;AT4G01323;AT4G01382;AT4G01455;AT4G01519;
Epid	M_068	M_084	8	805	138	0.0593552	0.178065	1	1	AT4G01111;AT4G01237;AT4G01240;AT4G01253;AT4G01287;AT4G01340;AT4G01368;AT4G01528;
Epid	M_068	M_085	9	592	138	0.00386178	0.0502032	0.532926	1	AT4G01066;AT4G01093;AT4G01111;AT4G01164;AT4G01287;AT4G01323;AT4G01341;AT4G01379;ATCG00670;
Epid	M_068	M_086	4	573	138	0.347616	0.347616	1	1	AT4G01066;AT4G01093;AT4G01253;AT4G01368;
Epid	M_068	M_087	7	665	138	0.0590141	0.177042	1	1	AT4G01066;AT4G01074;AT4G01132;AT4G01240;AT4G01270;AT4G01323;AT4G01516;
Epid	M_068	M_088	6	674	138	0.13959	0.252807	1	1	AT4G01135;AT4G01164;AT4G01237;AT4G01253;AT4G01271;AT4G01350;
Epid	M_068	M_089	2	706	138	0.884862	0.884862	1	1	AT4G01455;AT4G01516;
Epid	M_068	M_090	8	704	138	0.0309553	0.134813	1	1	AT4G01066;AT4G01164;AT4G01198;AT4G01270;AT4G01315;AT4G01341;AT4G01502;ATCG00500;
Epid	M_068	M_091	4	580	138	0.355876	0.355876	1	1	AT4G01044;AT4G01368;AT4G01519;AT4G01540;
Epid	M_068	M_092	3	736	138	0.739859	0.739859	1	1	AT4G01044;AT4G01135;AT4G01237;
Epid	M_068	M_093	6	736	138	0.185106	0.252807	1	1	AT4G01074;AT4G01093;AT4G01132;AT4G01135;AT4G01315;AT4G01323;
Epid	M_068	M_094	4	573	138	0.347616	0.347616	1	1	AT4G01237;AT4G01350;AT4G01368;AT4G01382;
Epid	M_068	M_095	3	585	138	0.588813	0.588813	1	1	AT4G01393;AT4G01455;AT4G01557;
Epid	M_068	M_096	5	738	138	0.338352	0.338352	1	1	AT4G01066;AT4G01111;AT4G01132;AT4G01287;AT4G01557;
Epid	M_068	M_097	5	780	138	0.381672	0.381672	1	1	AT4G01132;AT4G01164;AT4G01287;AT4G01315;AT4G01455;
Epid	M_068	M_098	7	710	138	0.0775995	0.208616	1	1	AT4G01093;AT4G01198;AT4G01271;AT4G01323;AT4G01350;AT4G01455;AT4G01557;
Epid	M_068	M_099	8	808	138	0.060389	0.181167	1	1	AT4G01111;AT4G01135;AT4G01164;AT4G01240;AT4G01323;AT4G01368;AT4G01379;AT4G01528;
Epid	M_068	M_100	4	628	138	0.412351	0.412351	1	1	AT4G01066;AT4G01132;AT4G01287;AT4G01557;
Epid	M_068	M_101	8	827	138	0.0672007	0.201602	1	1	AT4G01111;AT4G01164;AT4G01270;AT4G01323;AT4G01340;AT4G01350;AT4G01455;AT4G01557;
Epid	M_068	M_102	7	703	138	0.0745058	0.208616	1	1	AT4G01030;AT4G01198;AT4G01271;AT4G01340;AT4G01516;AT4G01540;ATCG00670;
Epid	M_068	M_103	4	688	138	0.481372	0.481372	1	1	AT4G01237;AT4G01243;AT4G01340;AT4G01516;
Epid	M_068	M_104	4	784	138	0.584431	0.584431	1	1	AT4G01240;AT4G01287;AT4G01455;AT4G01528;
Epid	M_068	M_105	7	810	138	0.129807	0.252807	1	1	AT4G01074;AT4G01132;AT4G01135;AT4G01270;AT4G01315;AT4G01393;AT4G01557;
Epid	M_068	M_106	4	764	138	0.563902	0.563902	1	1	AT4G01135;AT4G01225;AT4G01382;AT4G01502;
Epid	M_068	M_107	5	695	138	0.294516	0.294516	1	1	AT4G01066;AT4G01243;AT4G01270;AT4G01271;AT4G01379;
Epid	M_068	M_108	4	751	138	0.550272	0.550272	1	1	AT4G01340;AT4G01516;ATCG00500;ATCG00670;
Epid	M_068	M_109	4	652	138	0.440258	0.440258	1	1	AT4G01135;AT4G01198;AT4G01237;AT4G01519;
Epid	M_068	M_110	5	748	138	0.348643	0.348643	1	1	AT4G01074;AT4G01164;AT4G01240;AT4G01540;ATCG00500;
Epid	M_068	M_111	5	807	138	0.409526	0.409526	1	1	AT4G01135;AT4G01340;AT4G01502;AT4G01519;AT4G01557;
Epid	M_068	M_112	5	632	138	0.232556	0.252807	1	1	AT4G01050;AT4G01164;AT4G01237;AT4G01368;AT4G01516;
Epid	M_068	M_113	7	642	138	0.0506994	0.163767	1	1	AT4G01111;AT4G01270;AT4G01455;AT4G01502;AT4G01516;AT4G01519;AT4G01540;
Epid	M_068	M_114	2	810	138	0.92616	0.92616	1	1	AT4G01455;AT4G01519;
Epid	M_068	M_115	9	721	138	0.0131942	0.0923596	1	1	AT4G01225;AT4G01240;AT4G01243;AT4G01287;AT4G01315;AT4G01323;AT4G01340;AT4G01368;AT4G01382;
Epid	M_068	M_116	5	754	138	0.354827	0.354827	1	1	AT4G01030;AT4G01164;AT4G01253;AT4G01271;AT4G01528;
Epid	M_068	M_117	5	621	138	0.222146	0.252807	1	1	AT4G01074;AT4G01111;AT4G01253;AT4G01341;AT4G01557;
Epid	M_068	M_118	8	782	138	0.051804	0.163767	1	1	AT4G01050;AT4G01066;AT4G01093;AT4G01111;AT4G01132;AT4G01270;AT4G01368;AT4G01557;
Epid	M_068	M_119	5	610	138	0.211887	0.252807	1	1	AT4G01066;AT4G01074;AT4G01164;AT4G01315;AT4G01519;
Epid	M_068	M_120	9	740	138	0.0153861	0.103233	1	1	AT4G01050;AT4G01111;AT4G01243;AT4G01253;AT4G01323;AT4G01341;AT4G01368;AT4G01516;AT4G01528;
Epid	M_068	M_121	2	656	138	0.858215	0.858215	1	1	AT4G01135;AT4G01350;
Epid	M_068	M_122	6	650	138	0.123568	0.247136	1	1	AT4G01135;AT4G01240;AT4G01340;AT4G01350;AT4G01379;ATCG00670;
Epid	M_068	M_123	4	860	138	0.657169	0.657169	1	1	AT4G01135;AT4G01287;AT4G01323;AT4G01340;
Epid	M_068	M_124	5	623	138	0.224028	0.252807	1	1	AT4G01237;AT4G01315;AT4G01323;AT4G01379;AT4G01455;
Epid	M_068	M_125	5	865	138	0.468673	0.468673	1	1	AT4G01030;AT4G01135;AT4G01340;AT4G01455;AT4G01557;
Epid	M_068	M_126	3	752	138	0.752981	0.752981	1	1	AT4G01135;AT4G01341;AT4G01379;
Epid	M_068	M_127	6	695	138	0.154368	0.252807	1	1	AT4G01237;AT4G01379;AT4G01393;AT4G01455;AT4G01516;AT4G01519;
Epid	M_068	M_128	6	875	138	0.303506	0.303506	1	1	AT4G01066;AT4G01111;AT4G01237;AT4G01243;AT4G01455;AT4G01528;
Epid	M_068	M_129	3	759	138	0.758554	0.758554	1	1	AT4G01135;AT4G01502;AT4G01557;
Epid	M_068	M_130	8	793	138	0.055333	0.165999	1	1	AT4G01050;AT4G01093;AT4G01111;AT4G01237;AT4G01270;AT4G01340;AT4G01368;AT4G01557;
Epid	M_068	M_131	9	693	138	0.0103999	0.0831994	1	1	AT4G01066;AT4G01164;AT4G01198;AT4G01253;AT4G01323;AT4G01341;AT4G01393;AT4G01519;AT4G01557;
Epid	M_068	M_132	2	760	138	0.908417	0.908417	1	1	AT4G01516;AT4G01557;
Epid	M_068	M_133	5	686	138	0.285465	0.285465	1	1	AT4G01074;AT4G01132;AT4G01135;AT4G01323;AT4G01350;
Epid	M_068	M_134	3	769	138	0.766341	0.766341	1	1	AT4G01164;AT4G01271;AT4G01519;
Epid	M_068	M_135	5	534	138	0.145983	0.252807	1	1	AT4G01132;AT4G01164;AT4G01237;AT4G01350;AT4G01393;
Epid	M_068	M_136	4	804	138	0.604402	0.604402	1	1	AT4G01243;AT4G01287;AT4G01528;ATCG00670;
Epid	M_068	M_137	7	684	138	0.0664853	0.199456	1	1	AT4G01050;AT4G01074;AT4G01198;AT4G01243;AT4G01287;AT4G01368;AT4G01557;
Epid	M_068	M_138	4	694	138	0.488117	0.488117	1	1	AT4G01135;AT4G01350;AT4G01379;AT4G01393;
Epid	M_068	M_139	9	820	138	0.0276313	0.134813	1	1	AT4G01050;AT4G01132;AT4G01237;AT4G01253;AT4G01271;AT4G01341;AT4G01502;AT4G01528;AT4G01557;
Epid	M_068	M_140	2	618	138	0.834349	0.834349	1	1	AT4G01341;AT4G01382;
Epid	M_068	M_141	1	452	138	0.906992	0.906992	1	1	AT4G01379;
